Date,Country,Confirmed new,Confirmed,Deaths new,Deaths,Recovered new,Recovered,Ill
2020-03-01,Canada,4,24,0,0,0,6,18
2020-03-01,Central African Republic,0,0,0,0,0,0,0
2020-03-01,Chad,0,0,0,0,0,0,0
2020-03-01,Chile,7,9,0,0,0,0,9
2020-03-01,China,576,79932,35,2872,2842,42162,34898
2020-03-01,Colombia,0,0,0,0,0,0,0
2020-03-01,Comoros,0,0,0,0,0,0,0
2020-03-01,Congo (Brazzaville),0,0,0,0,0,0,0
2020-03-01,Congo (Kinshasa),0,0,0,0,0,0,0
2020-03-01,Costa Rica,0,0,0,0,0,0,0
2020-03-01,Cote d'Ivoire,0,0,0,0,0,0,0
2020-03-01,Croatia,1,7,0,0,0,0,7
2020-03-01,Cuba,0,0,0,0,0,0,0
2020-03-01,Cyprus,0,0,0,0,0,0,0
2020-03-01,Czechia,3,3,0,0,0,0,3
2020-03-01,Denmark,1,4,0,0,0,0,4
2020-03-01,Diamond Princess,0,705,0,6,0,10,689
2020-03-01,Djibouti,0,0,0,0,0,0,0
2020-03-01,Dominica,0,0,0,0,0,0,0
2020-03-01,Dominican Republic,1,1,0,0,0,0,1
2020-03-01,Ecuador,6,6,0,0,0,0,6
2020-03-01,Egypt,1,2,0,0,0,1,1
2020-03-01,El Salvador,0,0,0,0,0,0,0
2020-03-01,Equatorial Guinea,0,0,0,0,0,0,0
2020-03-01,Eritrea,0,0,0,0,0,0,0
2020-03-01,Estonia,0,1,0,0,0,0,1
2020-03-01,Eswatini,0,0,0,0,0,0,0
2020-03-01,Ethiopia,0,0,0,0,0,0,0
2020-03-01,Fiji,0,0,0,0,0,0,0
2020-03-01,Finland,3,6,0,0,0,1,5
2020-03-01,France,30,130,0,2,0,12,116
2020-03-01,Gabon,0,0,0,0,0,0,0
2020-03-01,Gambia,0,0,0,0,0,0,0
2020-03-01,Georgia,2,3,0,0,0,0,3
2020-03-01,Germany,51,130,0,0,0,16,114
2020-03-01,Ghana,0,0,0,0,0,0,0
2020-03-01,Greece,3,7,0,0,0,0,7
2020-03-01,Grenada,0,0,0,0,0,0,0
2020-03-01,Guatemala,0,0,0,0,0,0,0
2020-03-01,Guinea,0,0,0,0,0,0,0
2020-03-01,Guinea-Bissau,0,0,0,0,0,0,0
2020-03-01,Guyana,0,0,0,0,0,0,0
2020-03-01,Haiti,0,0,0,0,0,0,0
2020-03-01,Holy See,0,0,0,0,0,0,0
2020-03-01,Honduras,0,0,0,0,0,0,0
2020-03-01,Hungary,0,0,0,0,0,0,0
2020-03-01,Iceland,2,3,0,0,0,0,3
2020-03-01,India,0,3,0,0,0,3,0
2020-03-01,Indonesia,0,0,0,0,0,0,0
2020-03-01,Iran,385,978,11,54,52,175,749
2020-03-01,Iraq,6,19,0,0,0,0,19
2020-03-01,Ireland,0,1,0,0,0,0,1
2020-03-01,Israel,1,7,0,0,0,0,7
2020-03-01,Italy,566,1694,5,34,37,83,1577
2020-03-01,Jamaica,0,0,0,0,0,0,0
2020-03-01,Japan,14,259,0,6,0,32,221
2020-03-01,Jordan,0,0,0,0,0,0,0
2020-03-01,Kazakhstan,0,0,0,0,0,0,0
2020-03-01,Kenya,0,0,0,0,0,0,0
2020-03-01,"Korea, South",586,3736,1,17,3,30,3689
2020-03-01,Kosovo,0,0,0,0,0,0,0
2020-03-01,Kuwait,0,45,0,0,0,0,45
2020-03-01,Kyrgyzstan,0,0,0,0,0,0,0
2020-03-01,Laos,0,0,0,0,0,0,0
2020-03-01,Latvia,0,0,0,0,0,0,0
2020-03-01,Lebanon,6,10,0,0,0,0,10
2020-03-01,Lesotho,0,0,0,0,0,0,0
2020-03-01,Liberia,0,0,0,0,0,0,0
2020-03-01,Libya,0,0,0,0,0,0,0
2020-03-01,Liechtenstein,0,0,0,0,0,0,0
2020-03-01,Lithuania,0,1,0,0,0,0,1
2020-03-01,Luxembourg,0,1,0,0,0,0,1
2020-03-01,MS Zaandam,0,0,0,0,0,0,0
2020-03-01,Madagascar,0,0,0,0,0,0,0
2020-03-01,Malawi,0,0,0,0,0,0,0
2020-03-01,Malaysia,4,29,0,0,0,18,11
2020-03-01,Maldives,0,0,0,0,0,0,0
2020-03-01,Mali,0,0,0,0,0,0,0
2020-03-01,Malta,0,0,0,0,0,0,0
2020-03-01,Marshall Islands,0,0,0,0,0,0,0
2020-03-01,Mauritania,0,0,0,0,0,0,0
2020-03-01,Mauritius,0,0,0,0,0,0,0
2020-03-01,Mexico,1,5,0,0,0,0,5
2020-03-01,Micronesia,0,0,0,0,0,0,0
2020-03-01,Moldova,0,0,0,0,0,0,0
2020-03-01,Monaco,0,1,0,0,0,0,1
2020-03-01,Mongolia,0,0,0,0,0,0,0
2020-03-01,Montenegro,0,0,0,0,0,0,0
2020-03-01,Morocco,0,0,0,0,0,0,0
2020-03-01,Mozambique,0,0,0,0,0,0,0
2020-03-01,Namibia,0,0,0,0,0,0,0
2020-03-01,Nepal,0,1,0,0,0,1,0
2020-03-01,Netherlands,4,10,0,0,0,0,10
2020-03-01,New Zealand,0,1,0,0,0,0,1
2020-03-01,Nicaragua,0,0,0,0,0,0,0
2020-03-01,Niger,0,0,0,0,0,0,0
2020-03-01,Nigeria,0,1,0,0,0,0,1
2020-03-01,North Macedonia,0,1,0,0,0,0,1
2020-03-01,Norway,4,19,0,0,0,0,19
2020-03-01,Oman,0,6,0,0,0,1,5
2020-03-01,Pakistan,0,4,0,0,0,0,4
2020-03-01,Panama,0,0,0,0,0,0,0
2020-03-01,Papua New Guinea,0,0,0,0,0,0,0
2020-03-01,Paraguay,0,0,0,0,0,0,0
2020-03-01,Peru,0,0,0,0,0,0,0
2020-03-01,Philippines,0,3,0,1,0,1,1
2020-03-01,Poland,0,0,0,0,0,0,0
2020-03-01,Portugal,0,0,0,0,0,0,0
2020-03-01,Qatar,2,3,0,0,0,0,3
2020-03-01,Romania,0,3,0,0,0,0,3
2020-03-01,Russia,0,2,0,0,0,2,0
2020-03-01,Rwanda,0,0,0,0,0,0,0
2020-03-01,Saint Kitts and Nevis,0,0,0,0,0,0,0
2020-03-01,Saint Lucia,0,0,0,0,0,0,0
2020-03-01,Saint Vincent and the Grenadines,0,0,0,0,0,0,0
2020-03-01,Samoa,0,0,0,0,0,0,0
2020-03-01,San Marino,0,1,0,0,0,0,1
2020-03-01,Sao Tome and Principe,0,0,0,0,0,0,0
2020-03-01,Saudi Arabia,0,0,0,0,0,0,0
2020-03-01,Senegal,0,0,0,0,0,0,0
2020-03-01,Serbia,0,0,0,0,0,0,0
2020-03-01,Seychelles,0,0,0,0,0,0,0
2020-03-01,Sierra Leone,0,0,0,0,0,0,0
2020-03-01,Singapore,4,106,0,0,0,72,34
2020-03-01,Slovakia,0,0,0,0,0,0,0
2020-03-01,Slovenia,0,0,0,0,0,0,0
2020-03-01,Solomon Islands,0,0,0,0,0,0,0
2020-03-01,Somalia,0,0,0,0,0,0,0
2020-03-01,South Africa,0,0,0,0,0,0,0
2020-03-01,South Sudan,0,0,0,0,0,0,0
2020-03-01,Spain,39,84,0,0,0,2,82
2020-03-01,Sri Lanka,0,1,0,0,0,1,0
2020-03-01,Sudan,0,0,0,0,0,0,0
2020-03-01,Suriname,0,0,0,0,0,0,0
2020-03-01,Sweden,0,14,0,0,0,0,14
2020-03-01,Switzerland,9,27,0,0,0,0,27
2020-03-01,Syria,0,0,0,0,0,0,0
2020-03-01,Taiwan*,1,40,0,1,0,9,30
2020-03-01,Tajikistan,0,0,0,0,0,0,0
2020-03-01,Tanzania,0,0,0,0,0,0,0
2020-03-01,Thailand,0,42,1,1,2,30,11
2020-03-01,Timor-Leste,0,0,0,0,0,0,0
2020-03-01,Togo,0,0,0,0,0,0,0
2020-03-01,Trinidad and Tobago,0,0,0,0,0,0,0
2020-03-01,Tunisia,0,0,0,0,0,0,0
2020-03-01,Turkey,0,0,0,0,0,0,0
2020-03-01,US,7,32,0,1,0,7,24
2020-03-01,Uganda,0,0,0,0,0,0,0
2020-03-01,Ukraine,0,0,0,0,0,0,0
2020-03-01,United Arab Emirates,0,21,0,0,0,5,16
2020-03-01,United Kingdom,33,94,0,0,0,8,86
2020-03-01,Uruguay,0,0,0,0,0,0,0
2020-03-01,Uzbekistan,0,0,0,0,0,0,0
2020-03-01,Vanuatu,0,0,0,0,0,0,0
2020-03-01,Venezuela,0,0,0,0,0,0,0
2020-03-01,Vietnam,0,16,0,0,0,16,0
2020-03-01,West Bank and Gaza,0,0,0,0,0,0,0
2020-03-01,Yemen,0,0,0,0,0,0,0
2020-03-01,Zambia,0,0,0,0,0,0,0
2020-03-01,Zimbabwe,0,0,0,0,0,0,0
2020-03-02,Afghanistan,0,1,0,0,0,0,1
2020-03-02,Albania,0,0,0,0,0,0,0
2020-03-02,Algeria,2,3,0,0,0,0,3
2020-03-02,Andorra,1,1,0,0,0,0,1
2020-03-02,Angola,0,0,0,0,0,0,0
2020-03-02,Antigua and Barbuda,0,0,0,0,0,0,0
2020-03-02,Argentina,0,0,0,0,0,0,0
2020-03-02,Armenia,0,1,0,0,0,0,1
2020-03-02,Australia,3,30,0,1,0,11,18
2020-03-02,Austria,4,18,0,0,0,0,18
2020-03-02,Azerbaijan,0,3,0,0,0,0,3
2020-03-02,Bahamas,0,0,0,0,0,0,0
2020-03-02,Bahrain,2,49,0,0,0,0,49
2020-03-02,Bangladesh,0,0,0,0,0,0,0
2020-03-02,Barbados,0,0,0,0,0,0,0
2020-03-02,Belarus,0,1,0,0,0,0,1
2020-03-02,Belgium,6,8,0,0,0,1,7
2020-03-02,Belize,0,0,0,0,0,0,0
2020-03-02,Benin,0,0,0,0,0,0,0
2020-03-02,Bhutan,0,0,0,0,0,0,0
2020-03-02,Bolivia,0,0,0,0,0,0,0
2020-03-02,Bosnia and Herzegovina,0,0,0,0,0,0,0
2020-03-02,Botswana,0,0,0,0,0,0,0
2020-03-02,Brazil,0,2,0,0,0,0,2
2020-03-02,Brunei,0,0,0,0,0,0,0
2020-03-02,Bulgaria,0,0,0,0,0,0,0
2020-03-02,Burkina Faso,0,0,0,0,0,0,0
2020-03-02,Burma,0,0,0,0,0,0,0
2020-03-02,Burundi,0,0,0,0,0,0,0
2020-03-02,Cabo Verde,0,0,0,0,0,0,0
2020-03-02,Cambodia,0,1,0,0,0,1,0
2020-03-02,Cameroon,0,0,0,0,0,0,0
2020-03-02,Canada,3,27,0,0,0,6,21
2020-03-02,Central African Republic,0,0,0,0,0,0,0
2020-03-02,Chad,0,0,0,0,0,0,0
2020-03-02,Chile,0,9,0,0,0,0,9
2020-03-02,China,204,80136,42,2914,2692,44854,32368
2020-03-02,Colombia,0,0,0,0,0,0,0
2020-03-02,Comoros,0,0,0,0,0,0,0
2020-03-02,Congo (Brazzaville),0,0,0,0,0,0,0
2020-03-02,Congo (Kinshasa),0,0,0,0,0,0,0
2020-03-02,Costa Rica,0,0,0,0,0,0,0
2020-03-02,Cote d'Ivoire,0,0,0,0,0,0,0
2020-03-02,Croatia,0,7,0,0,0,0,7
2020-03-02,Cuba,0,0,0,0,0,0,0
2020-03-02,Cyprus,0,0,0,0,0,0,0
2020-03-02,Czechia,0,3,0,0,0,0,3
2020-03-02,Denmark,0,4,0,0,0,0,4
2020-03-02,Diamond Princess,0,705,0,6,0,10,689
2020-03-02,Djibouti,0,0,0,0,0,0,0
2020-03-02,Dominica,0,0,0,0,0,0,0
2020-03-02,Dominican Republic,0,1,0,0,0,0,1
2020-03-02,Ecuador,0,6,0,0,0,0,6
2020-03-02,Egypt,0,2,0,0,0,1,1
2020-03-02,El Salvador,0,0,0,0,0,0,0
2020-03-02,Equatorial Guinea,0,0,0,0,0,0,0
2020-03-02,Eritrea,0,0,0,0,0,0,0
2020-03-02,Estonia,0,1,0,0,0,0,1
2020-03-02,Eswatini,0,0,0,0,0,0,0
2020-03-02,Ethiopia,0,0,0,0,0,0,0
2020-03-02,Fiji,0,0,0,0,0,0,0
2020-03-02,Finland,0,6,0,0,0,1,5
2020-03-02,France,61,191,1,3,0,12,176
2020-03-02,Gabon,0,0,0,0,0,0,0
2020-03-02,Gambia,0,0,0,0,0,0,0
2020-03-02,Georgia,0,3,0,0,0,0,3
2020-03-02,Germany,29,159,0,0,0,16,143
2020-03-02,Ghana,0,0,0,0,0,0,0
2020-03-02,Greece,0,7,0,0,0,0,7
2020-03-02,Grenada,0,0,0,0,0,0,0
2020-03-02,Guatemala,0,0,0,0,0,0,0
2020-03-02,Guinea,0,0,0,0,0,0,0
2020-03-02,Guinea-Bissau,0,0,0,0,0,0,0
2020-03-02,Guyana,0,0,0,0,0,0,0
2020-03-02,Haiti,0,0,0,0,0,0,0
2020-03-02,Holy See,0,0,0,0,0,0,0
2020-03-02,Honduras,0,0,0,0,0,0,0
2020-03-02,Hungary,0,0,0,0,0,0,0
2020-03-02,Iceland,3,6,0,0,0,0,6
2020-03-02,India,2,5,0,0,0,3,2
2020-03-02,Indonesia,2,2,0,0,0,0,2
2020-03-02,Iran,523,1501,12,66,116,291,1144
2020-03-02,Iraq,7,26,0,0,0,0,26
2020-03-02,Ireland,0,1,0,0,0,0,1
2020-03-02,Israel,5,12,0,0,0,0,12
2020-03-02,Italy,342,2036,18,52,66,149,1835
2020-03-02,Jamaica,0,0,0,0,0,0,0
2020-03-02,Japan,19,278,0,6,0,32,240
2020-03-02,Jordan,0,0,0,0,0,0,0
2020-03-02,Kazakhstan,0,0,0,0,0,0,0
2020-03-02,Kenya,0,0,0,0,0,0,0
2020-03-02,"Korea, South",599,4335,11,28,0,30,4277
2020-03-02,Kosovo,0,0,0,0,0,0,0
2020-03-02,Kuwait,11,56,0,0,0,0,56
2020-03-02,Kyrgyzstan,0,0,0,0,0,0,0
2020-03-02,Laos,0,0,0,0,0,0,0
2020-03-02,Latvia,1,1,0,0,0,0,1
2020-03-02,Lebanon,3,13,0,0,0,0,13
2020-03-02,Lesotho,0,0,0,0,0,0,0
2020-03-02,Liberia,0,0,0,0,0,0,0
2020-03-02,Libya,0,0,0,0,0,0,0
2020-03-02,Liechtenstein,0,0,0,0,0,0,0
2020-03-02,Lithuania,0,1,0,0,0,0,1
2020-03-02,Luxembourg,0,1,0,0,0,0,1
2020-03-02,MS Zaandam,0,0,0,0,0,0,0
2020-03-02,Madagascar,0,0,0,0,0,0,0
2020-03-02,Malawi,0,0,0,0,0,0,0
2020-03-02,Malaysia,0,29,0,0,0,18,11
2020-03-02,Maldives,0,0,0,0,0,0,0
2020-03-02,Mali,0,0,0,0,0,0,0
2020-03-02,Malta,0,0,0,0,0,0,0
2020-03-02,Marshall Islands,0,0,0,0,0,0,0
2020-03-02,Mauritania,0,0,0,0,0,0,0
2020-03-02,Mauritius,0,0,0,0,0,0,0
2020-03-02,Mexico,0,5,0,0,0,0,5
2020-03-02,Micronesia,0,0,0,0,0,0,0
2020-03-02,Moldova,0,0,0,0,0,0,0
2020-03-02,Monaco,0,1,0,0,0,0,1
2020-03-02,Mongolia,0,0,0,0,0,0,0
2020-03-02,Montenegro,0,0,0,0,0,0,0
2020-03-02,Morocco,1,1,0,0,0,0,1
2020-03-02,Mozambique,0,0,0,0,0,0,0
2020-03-02,Namibia,0,0,0,0,0,0,0
2020-03-02,Nepal,0,1,0,0,0,1,0
2020-03-02,Netherlands,8,18,0,0,0,0,18
2020-03-02,New Zealand,0,1,0,0,0,0,1
2020-03-02,Nicaragua,0,0,0,0,0,0,0
2020-03-02,Niger,0,0,0,0,0,0,0
2020-03-02,Nigeria,0,1,0,0,0,0,1
2020-03-02,North Macedonia,0,1,0,0,0,0,1
2020-03-02,Norway,6,25,0,0,0,0,25
2020-03-02,Oman,0,6,0,0,0,1,5
2020-03-02,Pakistan,1,5,0,0,0,0,5
2020-03-02,Panama,0,0,0,0,0,0,0
2020-03-02,Papua New Guinea,0,0,0,0,0,0,0
2020-03-02,Paraguay,0,0,0,0,0,0,0
2020-03-02,Peru,0,0,0,0,0,0,0
2020-03-02,Philippines,0,3,0,1,0,1,1
2020-03-02,Poland,0,0,0,0,0,0,0
2020-03-02,Portugal,2,2,0,0,0,0,2
2020-03-02,Qatar,0,3,0,0,0,0,3
2020-03-02,Romania,0,3,0,0,0,0,3
2020-03-02,Russia,1,3,0,0,0,2,1
2020-03-02,Rwanda,0,0,0,0,0,0,0
2020-03-02,Saint Kitts and Nevis,0,0,0,0,0,0,0
2020-03-02,Saint Lucia,0,0,0,0,0,0,0
2020-03-02,Saint Vincent and the Grenadines,0,0,0,0,0,0,0
2020-03-02,Samoa,0,0,0,0,0,0,0
2020-03-02,San Marino,7,8,0,0,0,0,8
2020-03-02,Sao Tome and Principe,0,0,0,0,0,0,0
2020-03-02,Saudi Arabia,1,1,0,0,0,0,1
2020-03-02,Senegal,1,1,0,0,0,0,1
2020-03-02,Serbia,0,0,0,0,0,0,0
2020-03-02,Seychelles,0,0,0,0,0,0,0
2020-03-02,Sierra Leone,0,0,0,0,0,0,0
2020-03-02,Singapore,2,108,0,0,6,78,30
2020-03-02,Slovakia,0,0,0,0,0,0,0
2020-03-02,Slovenia,0,0,0,0,0,0,0
2020-03-02,Solomon Islands,0,0,0,0,0,0,0
2020-03-02,Somalia,0,0,0,0,0,0,0
2020-03-02,South Africa,0,0,0,0,0,0,0
2020-03-02,South Sudan,0,0,0,0,0,0,0
2020-03-02,Spain,36,120,0,0,0,2,118
2020-03-02,Sri Lanka,0,1,0,0,0,1,0
2020-03-02,Sudan,0,0,0,0,0,0,0
2020-03-02,Suriname,0,0,0,0,0,0,0
2020-03-02,Sweden,5,19,0,0,0,0,19
2020-03-02,Switzerland,15,42,0,0,0,0,42
2020-03-02,Syria,0,0,0,0,0,0,0
2020-03-02,Taiwan*,1,41,0,1,3,12,28
2020-03-02,Tajikistan,0,0,0,0,0,0,0
2020-03-02,Tanzania,0,0,0,0,0,0,0
2020-03-02,Thailand,1,43,0,1,1,31,11
2020-03-02,Timor-Leste,0,0,0,0,0,0,0
2020-03-02,Togo,0,0,0,0,0,0,0
2020-03-02,Trinidad and Tobago,0,0,0,0,0,0,0
2020-03-02,Tunisia,0,0,0,0,0,0,0
2020-03-02,Turkey,0,0,0,0,0,0,0
2020-03-02,US,23,55,5,6,0,7,42
2020-03-02,Uganda,0,0,0,0,0,0,0
2020-03-02,Ukraine,0,0,0,0,0,0,0
2020-03-02,United Arab Emirates,0,21,0,0,0,5,16
2020-03-02,United Kingdom,40,134,0,0,0,8,126
2020-03-02,Uruguay,0,0,0,0,0,0,0
2020-03-02,Uzbekistan,0,0,0,0,0,0,0
2020-03-02,Vanuatu,0,0,0,0,0,0,0
2020-03-02,Venezuela,0,0,0,0,0,0,0
2020-03-02,Vietnam,0,16,0,0,0,16,0
2020-03-02,West Bank and Gaza,0,0,0,0,0,0,0
2020-03-02,Yemen,0,0,0,0,0,0,0
2020-03-02,Zambia,0,0,0,0,0,0,0
2020-03-02,Zimbabwe,0,0,0,0,0,0,0
2020-03-03,Afghanistan,1,2,0,0,0,0,2
2020-03-03,Albania,0,0,0,0,0,0,0
2020-03-03,Algeria,2,5,0,0,0,0,5
2020-03-03,Andorra,0,1,0,0,0,0,1
2020-03-03,Angola,0,0,0,0,0,0,0
2020-03-03,Antigua and Barbuda,0,0,0,0,0,0,0
2020-03-03,Argentina,1,1,0,0,0,0,1
2020-03-03,Armenia,0,1,0,0,0,0,1
2020-03-03,Australia,9,39,0,1,0,11,27
2020-03-03,Austria,3,21,0,0,0,0,21
2020-03-03,Azerbaijan,0,3,0,0,0,0,3
2020-03-03,Bahamas,0,0,0,0,0,0,0
2020-03-03,Bahrain,0,49,0,0,0,0,49
2020-03-03,Bangladesh,0,0,0,0,0,0,0
2020-03-03,Barbados,0,0,0,0,0,0,0
2020-03-03,Belarus,0,1,0,0,0,0,1
2020-03-03,Belgium,5,13,0,0,0,1,12
2020-03-03,Belize,0,0,0,0,0,0,0
2020-03-03,Benin,0,0,0,0,0,0,0
2020-03-03,Bhutan,0,0,0,0,0,0,0
2020-03-03,Bolivia,0,0,0,0,0,0,0
2020-03-03,Bosnia and Herzegovina,0,0,0,0,0,0,0
2020-03-03,Botswana,0,0,0,0,0,0,0
2020-03-03,Brazil,0,2,0,0,0,0,2
2020-03-03,Brunei,0,0,0,0,0,0,0
2020-03-03,Bulgaria,0,0,0,0,0,0,0
2020-03-03,Burkina Faso,0,0,0,0,0,0,0
2020-03-03,Burma,0,0,0,0,0,0,0
2020-03-03,Burundi,0,0,0,0,0,0,0
2020-03-03,Cabo Verde,0,0,0,0,0,0,0
2020-03-03,Cambodia,0,1,0,0,0,1,0
2020-03-03,Cameroon,0,0,0,0,0,0,0
2020-03-03,Canada,3,30,0,0,0,6,24
2020-03-03,Central African Republic,0,0,0,0,0,0,0
2020-03-03,Chad,0,0,0,0,0,0,0
2020-03-03,Chile,1,10,0,0,0,0,10
2020-03-03,China,125,80261,33,2947,2596,47450,29864
2020-03-03,Colombia,0,0,0,0,0,0,0
2020-03-03,Comoros,0,0,0,0,0,0,0
2020-03-03,Congo (Brazzaville),0,0,0,0,0,0,0
2020-03-03,Congo (Kinshasa),0,0,0,0,0,0,0
2020-03-03,Costa Rica,0,0,0,0,0,0,0
2020-03-03,Cote d'Ivoire,0,0,0,0,0,0,0
2020-03-03,Croatia,2,9,0,0,0,0,9
2020-03-03,Cuba,0,0,0,0,0,0,0
2020-03-03,Cyprus,0,0,0,0,0,0,0
2020-03-03,Czechia,2,5,0,0,0,0,5
2020-03-03,Denmark,2,6,0,0,0,0,6
2020-03-03,Diamond Princess,1,706,0,6,0,10,690
2020-03-03,Djibouti,0,0,0,0,0,0,0
2020-03-03,Dominica,0,0,0,0,0,0,0
2020-03-03,Dominican Republic,0,1,0,0,0,0,1
2020-03-03,Ecuador,1,7,0,0,0,0,7
2020-03-03,Egypt,0,2,0,0,0,1,1
2020-03-03,El Salvador,0,0,0,0,0,0,0
2020-03-03,Equatorial Guinea,0,0,0,0,0,0,0
2020-03-03,Eritrea,0,0,0,0,0,0,0
2020-03-03,Estonia,1,2,0,0,0,0,2
2020-03-03,Eswatini,0,0,0,0,0,0,0
2020-03-03,Ethiopia,0,0,0,0,0,0,0
2020-03-03,Fiji,0,0,0,0,0,0,0
2020-03-03,Finland,0,6,0,0,0,1,5
2020-03-03,France,21,212,1,4,0,12,196
2020-03-03,Gabon,0,0,0,0,0,0,0
2020-03-03,Gambia,0,0,0,0,0,0,0
2020-03-03,Georgia,0,3,0,0,0,0,3
2020-03-03,Germany,37,196,0,0,0,16,180
2020-03-03,Ghana,0,0,0,0,0,0,0
2020-03-03,Greece,0,7,0,0,0,0,7
2020-03-03,Grenada,0,0,0,0,0,0,0
2020-03-03,Guatemala,0,0,0,0,0,0,0
2020-03-03,Guinea,0,0,0,0,0,0,0
2020-03-03,Guinea-Bissau,0,0,0,0,0,0,0
2020-03-03,Guyana,0,0,0,0,0,0,0
2020-03-03,Haiti,0,0,0,0,0,0,0
2020-03-03,Holy See,0,0,0,0,0,0,0
2020-03-03,Honduras,0,0,0,0,0,0,0
2020-03-03,Hungary,0,0,0,0,0,0,0
2020-03-03,Iceland,5,11,0,0,0,0,11
2020-03-03,India,0,5,0,0,0,3,2
2020-03-03,Indonesia,0,2,0,0,0,0,2
2020-03-03,Iran,835,2336,11,77,0,291,1968
2020-03-03,Iraq,6,32,0,0,0,0,32
2020-03-03,Ireland,1,2,0,0,0,0,2
2020-03-03,Israel,3,15,0,0,0,0,15
2020-03-03,Italy,466,2502,27,79,11,160,2263
2020-03-03,Jamaica,0,0,0,0,0,0,0
2020-03-03,Japan,20,298,0,6,11,43,249
2020-03-03,Jordan,1,1,0,0,0,0,1
2020-03-03,Kazakhstan,0,0,0,0,0,0,0
2020-03-03,Kenya,0,0,0,0,0,0,0
2020-03-03,"Korea, South",851,5186,0,28,0,30,5128
2020-03-03,Kosovo,0,0,0,0,0,0,0
2020-03-03,Kuwait,0,56,0,0,0,0,56
2020-03-03,Kyrgyzstan,0,0,0,0,0,0,0
2020-03-03,Laos,0,0,0,0,0,0,0
2020-03-03,Latvia,0,1,0,0,0,0,1
2020-03-03,Lebanon,0,13,0,0,0,0,13
2020-03-03,Lesotho,0,0,0,0,0,0,0
2020-03-03,Liberia,0,0,0,0,0,0,0
2020-03-03,Libya,0,0,0,0,0,0,0
2020-03-03,Liechtenstein,0,0,0,0,0,0,0
2020-03-03,Lithuania,0,1,0,0,0,0,1
2020-03-03,Luxembourg,0,1,0,0,0,0,1
2020-03-03,MS Zaandam,0,0,0,0,0,0,0
2020-03-03,Madagascar,0,0,0,0,0,0,0
2020-03-03,Malawi,0,0,0,0,0,0,0
2020-03-03,Malaysia,7,36,0,0,4,22,14
2020-03-03,Maldives,0,0,0,0,0,0,0
2020-03-03,Mali,0,0,0,0,0,0,0
2020-03-03,Malta,0,0,0,0,0,0,0
2020-03-03,Marshall Islands,0,0,0,0,0,0,0
2020-03-03,Mauritania,0,0,0,0,0,0,0
2020-03-03,Mauritius,0,0,0,0,0,0,0
2020-03-03,Mexico,0,5,0,0,1,1,4
2020-03-03,Micronesia,0,0,0,0,0,0,0
2020-03-03,Moldova,0,0,0,0,0,0,0
2020-03-03,Monaco,0,1,0,0,0,0,1
2020-03-03,Mongolia,0,0,0,0,0,0,0
2020-03-03,Montenegro,0,0,0,0,0,0,0
2020-03-03,Morocco,0,1,0,0,0,0,1
2020-03-03,Mozambique,0,0,0,0,0,0,0
2020-03-03,Namibia,0,0,0,0,0,0,0
2020-03-03,Nepal,0,1,0,0,0,1,0
2020-03-03,Netherlands,6,24,0,0,0,0,24
2020-03-03,New Zealand,0,1,0,0,0,0,1
2020-03-03,Nicaragua,0,0,0,0,0,0,0
2020-03-03,Niger,0,0,0,0,0,0,0
2020-03-03,Nigeria,0,1,0,0,0,0,1
2020-03-03,North Macedonia,0,1,0,0,0,0,1
2020-03-03,Norway,7,32,0,0,0,0,32
2020-03-03,Oman,6,12,0,0,1,2,10
2020-03-03,Pakistan,0,5,0,0,0,0,5
2020-03-03,Panama,0,0,0,0,0,0,0
2020-03-03,Papua New Guinea,0,0,0,0,0,0,0
2020-03-03,Paraguay,0,0,0,0,0,0,0
2020-03-03,Peru,0,0,0,0,0,0,0
2020-03-03,Philippines,0,3,0,1,0,1,1
2020-03-03,Poland,0,0,0,0,0,0,0
2020-03-03,Portugal,0,2,0,0,0,0,2
2020-03-03,Qatar,4,7,0,0,0,0,7
2020-03-03,Romania,0,3,0,0,0,0,3
2020-03-03,Russia,0,3,0,0,0,2,1
2020-03-03,Rwanda,0,0,0,0,0,0,0
2020-03-03,Saint Kitts and Nevis,0,0,0,0,0,0,0
2020-03-03,Saint Lucia,0,0,0,0,0,0,0
2020-03-03,Saint Vincent and the Grenadines,0,0,0,0,0,0,0
2020-03-03,Samoa,0,0,0,0,0,0,0
2020-03-03,San Marino,2,10,1,1,0,0,9
2020-03-03,Sao Tome and Principe,0,0,0,0,0,0,0
2020-03-03,Saudi Arabia,0,1,0,0,0,0,1
2020-03-03,Senegal,1,2,0,0,0,0,2
2020-03-03,Serbia,0,0,0,0,0,0,0
2020-03-03,Seychelles,0,0,0,0,0,0,0
2020-03-03,Sierra Leone,0,0,0,0,0,0,0
2020-03-03,Singapore,2,110,0,0,0,78,32
2020-03-03,Slovakia,0,0,0,0,0,0,0
2020-03-03,Slovenia,0,0,0,0,0,0,0
2020-03-03,Solomon Islands,0,0,0,0,0,0,0
2020-03-03,Somalia,0,0,0,0,0,0,0
2020-03-03,South Africa,0,0,0,0,0,0,0
2020-03-03,South Sudan,0,0,0,0,0,0,0
2020-03-03,Spain,45,165,1,1,0,2,162
2020-03-03,Sri Lanka,0,1,0,0,0,1,0
2020-03-03,Sudan,0,0,0,0,0,0,0
2020-03-03,Suriname,0,0,0,0,0,0,0
